id,label
59214008,Reduction mammoplasty (procedure)
59258008,Infection caused by Deuteromycetes (disorder)
59265000,Paroxysmal dyspnea (finding)
59277005,Zygomycosis (disorder)
59282003,Pulmonary embolism (disorder)
59292006,Hemiplegic migraine (disorder)
59300005,Operation on spleen (procedure)
59343002,Anaerobic bacteria (organism)
5935008,Oral contraception (finding)
59393003,Hidradenitis suppurativa (disorder)
59426001,Burn of vagina (disorder)
59431004,Ketone (substance)
59435008,Creatine kinase isoenzyme (substance)
59441001,Structure of lymph node (body structure)
59455009,Metabolic acidosis (disorder)
59478003,Vasoactive intestinal polypeptide measurement (procedure)
59483006,Perforating ulcer of the foot (disorder)
5951000,Structure of left wrist region (body structure)
59527008,Congenital cytomegalovirus infection (disorder)
59545008,Pesticide (substance)
59568004,Injury of thoracic aorta (disorder)
59576002,Growth retardation (morphologic abnormality)
59582004,Hepatitis B core antibody measurement (procedure)
59586001,"Hypokalemia, gastrointestinal losses (disorder)"
59617007,Severe depressed bipolar I disorder with psychotic features (disorder)
59621000,Essential hypertension (disorder)
59631007,Anomalous pulmonary venous drainage (disorder)
5964004,Disorder of rectum (disorder)
59656001,Incision of pancreas (procedure)
59688009,Change of length of tendon (procedure)
59698003,Disorder of conjunctiva (disorder)
59707005,Abscess of pharynx (disorder)
59770006,Dyslexia (finding)
59771005,Calculus of gallbladder with acute cholecystitis (disorder)
59784001,Digestive tract service or procedure (procedure)
59804006,Glycoprotein (substance)
5984000,"Fetal or neonatal effect of malpresentation, malposition and/or disproportion during labor and/or delivery (disorder)"
59848001,Obstructive hyperbilirubinemia (disorder)
59877000,Congenital anomaly of aorta (disorder)
59883002,Cellulitis of abdominal wall (disorder)
599006,Chronic pneumothorax (disorder)
59927004,Hepatic failure (disorder)
59935001,Functional heart murmur (finding)
600009,Pyromania (disorder)
60027007,Radiography of wrist (procedure)
60058008,Sprain of cruciate ligament of knee (disorder)
6007000,Magnetic resonance imaging of chest (procedure)
60076001,Open wound of scalp without complication (disorder)
60098005,Cyst of vulva (disorder)
60113004,Disorder of eyelid (disorder)
60119000,Exhaustion (finding)
60131003,Adherent scar (disorder)
60134006,Life style (life style)
60143002,Galactose-1-phosphate uridyltransferase measurement (procedure)
60189009,Vitreous degeneration (disorder)
60190000,Injury of blood vessels of thorax (disorder)
6019008,Endoscopy of large intestine (procedure)
6020002,Tinea pedis (disorder)
60234000,Aortic valve regurgitation (disorder)
6025007,Laparoscopic appendectomy (procedure)
60267001,Carcinoembryonic antigen measurement (procedure)
60318001,Duane's syndrome (disorder)
60331006,Abnormal auditory perception (disorder)
60372008,Human leukocyte antigen class I serotyping (procedure)
60380001,Narcolepsy (disorder)
60414003,Acquired lactase deficiency (disorder)
6042001,Pulmonary aspergillosis (disorder)
60423000,Sinus node dysfunction (disorder)
60465006,Permanent gastrostomy (procedure)
60573004,Aortic valve stenosis (disorder)
60600009,Disorder of the larynx (disorder)
60619004,Diagnostic radiography of finger (procedure)
60627008,Obturator hernia (disorder)
60637003,Congenital anomaly of adrenal gland (disorder)
60656008,Corneal transplant (procedure)
60658009,Stenosis of rectum (disorder)
60667009,Closed fracture of rib (disorder)
60699003,Congenital anomaly of stomach (disorder)
60700002,Sensorineural hearing loss (disorder)
60713008,Burn of neck (disorder)
6072007,Bleeding from anus (disorder)
60726007,Crushing (procedure)
60728008,Swollen abdomen (finding)
60737008,Iron overload (disorder)
60758002,Lysis of pelvic adhesions (procedure)
6081001,Deformity (morphologic abnormality)
60845006,Dyspnea on exertion (finding)
60853003,Disorder of magnesium metabolism (disorder)
60875001,Staphylococcus epidermidis (organism)
60899001,Hypertensive heart disease without congestive heart failure (disorder)
60926001,Chronic tubulointerstitial nephritis (disorder)
6096002,Breech presentation (finding)
61003004,Epidermolysis bullosa (disorder)
61072005,Social factor (finding)
61082006,Hepatitis D antibody measurement (procedure)
61167004,Thyroid stimulating hormone measurement (procedure)
61170000,Stomatitis (disorder)
6118003,Demyelinating disease of central nervous system (disorder)
61261009,Hemolytic anemia (disorder)
61268003,Gastrointestinal contents (substance)
61274003,Opportunistic infectious disease (disorder)
61301009,Incision and drainage of skin (procedure)
61372001,Aggressive behavior (finding)
61379005,Structure of left side of trunk (body structure)
61381007,Incision of neck (procedure)
61396006,Structure of left thigh (body structure)
6141006,Retinal edema (disorder)
61419001,Giardia (organism)
6142004,Influenza (disorder)
61425002,C reactive protein (substance)
61448007,Focal atelectasis (disorder)
6148000,Chondrectomy of semilunar cartilage of knee (procedure)
61480009,Drug detoxification (regime/therapy)
61481008,Amanitine (substance)
61503006,Acute nephritis (disorder)
61511001,"Inhibition, function (observable entity)"
61557004,Implantation of joint prosthesis (procedure)
61563008,Epiglottis structure (body structure)
61564002,Typhlitis (disorder)
61593002,Ultrasonic guidance procedure (procedure)
61599003,Phlebitis (disorder)
61685007,Lower limb structure (body structure)
61746007,Taking patient vital signs (procedure)
61750000,Infection caused by Angiostrongylus (disorder)
61758007,Exstrophy of bladder sequence (disorder)
61774002,Repair of rotator cuff by suture (procedure)
6180003,Complete left bundle branch block (disorder)
61812003,Injury of multiple blood vessels of abdomen AND/OR pelvis (disorder)
61823004,Injury of pancreas (disorder)
61831009,Induced psychotic disorder (disorder)
61860000,Porphyria cutanea tarda (disorder)
6188005,Arthrotomy of knee (procedure)
61928009,Platelet count (procedure)
61937009,Simple chronic bronchitis (disorder)
61947007,Deaf mutism (disorder)
61949005,Toxoplasma (organism)
61959006,Common truncus arteriosus (disorder)
61966007,Antidiuretic hormone measurement (procedure)
61974008,Epidural abscess (disorder)
61977001,Chronic type B viral hepatitis (disorder)
6200005,Excision of lesion of female perineum (procedure)
62014003,Adverse reaction caused by drug (disorder)
62023000,Arterial anomaly of umbilical cord (disorder)
6204001,Juvenile myoclonic epilepsy (disorder)
62059006,Gastric contents (substance)
62064005,"Mesothelioma, malignant (morphologic abnormality)"
62067003,Hypoplastic left heart syndrome (disorder)
62109000,Excision of lesion of epididymis (procedure)
62112002,Injury of breast (disorder)
62125005,Closed fracture of epiphysis of femur (disorder)
6215006,Acute cholangitis (disorder)
62175007,Structure of right lower limb (body structure)
62176008,Esophoria (disorder)
62211002,Urticaria caused by heat (disorder)
62242007,Epidermal burn of upper limb (disorder)
62268000,Hereditary nonspherocytic hemolytic anemia due to diphosphoglycerate mutase deficiency (disorder)
62271008,Incision of skin abscess (procedure)
62289009,Trichosporon (organism)
62305002,Disorder of language (disorder)
62315008,Diarrhea (finding)
6240004,Operative procedure on knee (procedure)
62403005,Glucose-6-phosphate dehydrogenase deficiency anemia (disorder)
62415009,Delayed articulatory and language development (finding)
62472004,Cervix fully dilated (finding)
62476001,Disorientated (finding)
62479008,Acquired immune deficiency syndrome (disorder)
625000,Removal of supernumerary digit (procedure)
62500006,Accessory bladder (disorder)
62502003,Inhalation of liquid in lower respiratory tract (finding)
62537000,Partial thickness burn of foot (disorder)
62548007,Nocturnal cough (finding)
62585004,Degenerative disorder of eye (disorder)
62629000,Diastasis recti (disorder)
62647006,Painful spasm of anus (disorder)
62667002,Congenital deviation of nasal septum (disorder)
62676009,Falciparum malaria (disorder)
62744007,Orthopnea (finding)
62745008,Injury of ulnar nerve (disorder)
6284004,Abscess of neck (disorder)
62856000,Nonobliterative otosclerosis involving oval window (disorder)
62889000,Hepatitis B virus measurement (procedure)
62907002,Respiratory complication (disorder)
62918002,Arthropathy in Behcet's syndrome (disorder)
62972009,Extraction (procedure)
6300007,Exposed to noise (event)
63016009,Total resection of urinary bladder (procedure)
63043004,Injury of artery (disorder)
63061008,Measuring intake and output (procedure)
63102001,Visual disturbance (disorder)
63103006,Xanthomatosis (disorder)
63144007,Vulvitis (disorder)
63171007,Acute infectious disease (disorder)
63198006,Chondromalacia (disorder)
63204009,Bouffée délirante (disorder)
63216003,Congenital keratoconus (disorder)
63234004,"Divorce, life event (finding)"
63300003,Lupus anticoagulant assay (procedure)
63302006,Chronic pyelonephritis (disorder)
63330006,Nonessential amino acid (substance)
63332003,History AND physical examination (procedure)
63384009,Distorted body image (finding)
63393005,"Anorexia nervosa, binge-eating purging type (disorder)"
63467002,Left bundle branch block (disorder)
63476009,Prostate specific antigen measurement (procedure)
63480004,Chronic bronchitis (disorder)
63513005,Arthrodesis of ankle (procedure)
63565007,Congenital anemia (disorder)
63597007,Complication of external stoma of urinary tract (disorder)
63607006,Perinatal pneumomediastinum (disorder)
63627007,Spinal epidural abscess (disorder)
63653004,Biomedical device (physical object)
63669006,"Le Fort's fracture, type I (disorder)"
63725005,Lesion of cornea (disorder)
63739005,Coronary occlusion (disorder)
6374002,Bundle branch block (disorder)
63741006,Fungal infection of lung (disorder)
63769003,Operation on facial bone (procedure)
6378004,Injury of multiple blood vessels of head AND/OR neck (disorder)
6382002,Chronic inflammatory small bowel disease (disorder)
6383007,Premature labor (finding)
6384001,Removal of device from digestive system (procedure)
63901009,Pain in testicle (finding)
63926000,Pituitary hypertrophic amphophil cell (cell)
63934006,Overriding aorta (disorder)
63942007,Injury of nerve of trunk (disorder)
63951004,Miliaria (disorder)
63954007,Acute gastrojejunal ulcer with hemorrhage (disorder)
63987006,Histamine release from basophils measurement (procedure)
63995005,"Bandage, device (physical object)"
64009001,Basilar artery syndrome (disorder)
64031009,Masochistic behavior (finding)
64043005,Bacterial myocarditis (disorder)
64063003,Radical cystectomy (procedure)
64077000,Myocardial degeneration (disorder)
6409009,Morpholine (substance)
64109004,Costal chondritis (disorder)
64113006,Exhaustion due to excessive exertion (finding)
64117007,Vitamin B12 deficiency (non anemic) (disorder)
64121000,Peptic ulcer with hemorrhage (disorder)
6415009,Human respiratory syncytial virus (organism)
64156001,Thrombophlebitis (disorder)
64226004,Colitis (disorder)
64228003,Paralysis of diaphragm (disorder)
64262003,Structure of right forearm (body structure)
64268004,Median palatal cyst (disorder)
64269007,Visual hallucinations (finding)
64298006,Acquired deformity of distal interphalangeal joint of finger due to trauma (disorder)
64302003,Calculus analysis (procedure)
64309007,Trigeminal nerve disorder (disorder)
64313000,Alteration in family processes (finding)
64366002,Corneal abscess (disorder)
64379006,Decrease in appetite (finding)
64383006,Werdnig-Hoffmann disease (disorder)
64411004,Hepatitis C antibody measurement (procedure)
64455005,Fracture of acetabulum (disorder)
64501009,Skin function (observable entity)
64540004,Lichen planopilaris (disorder)
6456007,Supraventricular tachycardia (disorder)
64569008,Closed fractures of multiple bones of lower limb (disorder)
64576003,Abscess of buttock (disorder)
64583005,Injury of vein (disorder)
6461009,Amygdalolith (disorder)
64613007,Inflammation of small intestine (disorder)
64624009,Hypoglycemic encephalopathy (disorder)
64635004,Congenital nystagmus (disorder)
64661000,Thready pulse (finding)
64667001,Interstitial pneumonia (disorder)
64712007,Echolalia (finding)
64716005,Fucosidosis (disorder)
64722001,Epinephrine measurement (procedure)
64727007,Accessory ureter (disorder)
64735005,Genus Escherichia (organism)
64777005,Physiologic measurement (procedure)
64779008,Blood coagulation disorder (disorder)
6481005,Diplegia (disorder)
64856004,Digestive system fluid (substance)
64887002,Operation on ovary (procedure)
649002,Open fracture of distal end of ulna (disorder)
64905009,Paranoid schizophrenia (disorder)
64915003,Operation on heart (procedure)
64917006,Parainfluenza virus pneumonia (disorder)
64986007,Cholesterol deposition (morphologic abnormality)
64996003,Intermenstrual bleeding - irregular (finding)
65017003,Hereditary peripheral neuropathy (disorder)
65025001,Pyridine (substance)
65033000,Congenital anomaly of hair (disorder)
65061006,Open reduction of fracture of tibia (procedure)
65074000,Iritis (disorder)
65083005,"Angiography of artery of head, neck and/or brain (procedure)"
